Vote,rank1,rank2,rank3,rank4,rank5,rank6
UC878,MIKE MCCURDY,skipped,ANTHONY CHARLES,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC879,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC880,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped
UC881,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC882,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC883,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped
UC884,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH
UC885,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,JASON TAYLOR
UC886,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped
UC887,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC888,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped
UC889,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC890,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC891,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC892,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC893,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC894,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC895,ANTHONY CHARLES,overvote,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped
UC896,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped
UC897,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC898,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC899,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC900,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC901,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC902,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC903,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC904,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC905,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC906,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC907,JOSIE KOVASH,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC908,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped
UC909,MIKE MCCURDY,JOSIE KOVASH,skipped,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES
UC910,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC911,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC912,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC913,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC914,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC915,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC916,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC917,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC918,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC919,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC920,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC921,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped
UC922,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC923,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR
UC924,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC925,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC926,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC927,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped
UC928,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC929,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC930,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC931,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC932,skipped,skipped,skipped,skipped,skipped,overvote
UC933,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC934,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH
UC935,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC936,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC937,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC938,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC939,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC940,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC941,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,JOSIE KOVASH
UC942,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped
UC943,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC944,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC945,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC946,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC947,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,skipped
UC948,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped
UC949,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC950,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC951,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC952,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC953,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC954,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC955,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES
UC956,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped
UC957,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR
UC958,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped
UC959,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC960,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC961,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC962,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC963,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC964,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC965,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped
UC966,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC967,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC968,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC969,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC970,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,skipped,JASON TAYLOR
UC971,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC972,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC973,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC974,overvote,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC975,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC976,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES
UC977,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC978,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC979,skipped,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES
UC980,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC981,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC982,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR
UC983,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,JASON TAYLOR,skipped,overvote
UC984,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC985,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC986,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC987,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,JASON TAYLOR
UC988,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC989,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,JOSIE KOVASH
UC990,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC991,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC992,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped
UC993,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC994,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JASON TAYLOR
UC995,JASON TAYLOR,skipped,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC996,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC997,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,overvote
UC998,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,JASON TAYLOR,ANTHONY CHARLES
UC999,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC1000,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC1001,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES
UC1002,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC1003,overvote,skipped,skipped,skipped,skipped,skipped
UC1004,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC1005,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC1006,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC1007,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC1008,overvote,skipped,skipped,skipped,skipped,skipped
UC1009,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC1010,MIKE MCCURDY,overvote,ANTHONY CHARLES,skipped,skipped,skipped
UC1011,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC1012,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC1013,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR
